ObjectID,GlobalID,Date and Time,Notes about area assessed:,Select shrub subspecies,Shrub height (cm),Shrub width 1 (cm),Shrub width 2 (cm),Number of green Rhopalomyia californica galls,Number of dried Rhopalomyia californica galls,distinct areas of Puccinia evadens,Number of Gnorimoschema baccharisella galls,Presence of Aceria baccharipha galls,other notes,CreationDate,Creator,EditDate,Editor,x,y
538,6e1767e9-01c2-4a75-9f9c-c44eb9aa2139,5/14/2021 8:39:00 PM,Shrub was found planted in bio swell along Scholars Dr. S and N Torrey Pines Lane. Shrubs were planted recently.,Baccharis pilularis ssp. pilularis,6,44,48,3,0,0,0,yes,,5/14/2021 8:40:35 PM,nmorrow_UCSDOnline,5/14/2021 8:40:35 PM,nmorrow_UCSDOnline,-117.243691580479,32.8785480698877
539,219f3cfe-235e-4883-bfa2-c9dc952a0d70,5/14/2021 8:40:00 PM,Shrub was found planted in bio swell along Scholars Dr. S and N Torrey Pines Lane. Shrubs were planted recently.,Baccharis pilularis ssp. pilularis,9,62,50,1,0,0,0,yes,,5/14/2021 8:41:59 PM,nmorrow_UCSDOnline,5/14/2021 8:41:59 PM,nmorrow_UCSDOnline,-117.243740195518,32.8785396879845
540,4355ea75-c00c-45f3-9da6-d3ffcaa25d62,5/14/2021 8:42:00 PM,Shrub was found planted in bio swell along Scholars Dr. S and N Torrey Pines Lane. Shrubs were planted recently.,Baccharis pilularis ssp. pilularis,16,40,49,0,0,0,0,no,,5/14/2021 8:43:25 PM,nmorrow_UCSDOnline,5/14/2021 8:43:25 PM,nmorrow_UCSDOnline,-117.243753774201,32.8784555755862
541,04f231d8-3240-47f3-9fae-bf43ed903f04,5/14/2021 8:43:00 PM,Shrub was found planted in bio swell along Scholars Dr. S and N Torrey Pines Lane. Shrubs were planted recently.,Baccharis pilularis ssp. pilularis,15,51,58,0,0,0,0,yes,,5/14/2021 8:44:36 PM,nmorrow_UCSDOnline,5/14/2021 8:44:36 PM,nmorrow_UCSDOnline,-117.243735753109,32.8784831520476
542,43fd043e-e60e-4877-acc1-c4681ca25669,5/14/2021 10:47:00 PM,But found on the side of concrete sidewalk. Surrounding area is flat with little to no vegetation.                              ,Baccharis pilularis ssp. consanguinea,50,43,30,0,0,0,0,no,,5/14/2021 10:50:54 PM,evzhou_UCSDOnline,5/14/2021 10:50:54 PM,evzhou_UCSDOnline,-117.236252809053,32.8813159838625
543,7ca25d5c-66f7-4edd-a7cc-2f7604b173fb,5/14/2021 10:51:00 PM,Bush found on side of concrete sidewalk. Area is dance with vegetation with mostly tall plants. Ground is covered with wood chips.,Baccharis pilularis ssp. consanguinea,111,49,61,0,0,0,3,no,,5/14/2021 10:53:41 PM,evzhou_UCSDOnline,5/14/2021 10:53:41 PM,evzhou_UCSDOnline,-117.236505155467,32.8813512002183
544,58a2be6c-35cc-476c-a345-0755016123d9,5/14/2021 10:53:00 PM,Area facing a downward slope with visible signs of erosion.  Area is dense with vegetation.              ,Baccharis pilularis ssp. consanguinea,131,45,31,0,0,0,0,no,,5/14/2021 10:57:12 PM,evzhou_UCSDOnline,5/14/2021 10:57:12 PM,evzhou_UCSDOnline,-117.236540819896,32.8813840579543
545,d7b5304a-7ea7-4d39-9e06-706ec78d9910,5/14/2021 10:57:00 PM,Area is relatively barren with little to no plants growing.                    ,Baccharis pilularis ssp. consanguinea,23,5,12,0,0,0,0,no,,5/14/2021 11:00:17 PM,evzhou_UCSDOnline,5/14/2021 11:00:17 PM,evzhou_UCSDOnline,-117.236667394861,32.8814588223256
546,08f70e37-fb81-43e7-afc5-0a54869a6b80,5/14/2021 11:00:00 PM,Area is barren with no vegetation around. Ground around plant is also bare with little to no wood chips.          ,Baccharis pilularis ssp. consanguinea,26,5,6,0,0,0,0,no,,5/14/2021 11:03:58 PM,evzhou_UCSDOnline,5/14/2021 11:03:58 PM,evzhou_UCSDOnline,-117.236671865304,32.8814467221535
547,516b2cbc-b4f0-49fa-9e9e-87a3d0ea61c2,5/14/2021 11:04:00 PM,Area is on downward facing slope. Ground is covered with thin wood chips. ,Baccharis pilularis ssp. consanguinea,20,6,6,0,0,0,0,no,,5/14/2021 11:08:01 PM,evzhou_UCSDOnline,5/14/2021 11:08:01 PM,evzhou_UCSDOnline,-117.236744323855,32.8815241903373
548,240fa91a-091c-40f3-98fe-e89adfe514f0,5/14/2021 11:08:00 PM,Area is shaded and an on downward facing slope. Ground is covered with wood chips.,Baccharis pilularis ssp. consanguinea,8,2,3,0,0,0,0,no,,5/14/2021 11:11:55 PM,evzhou_UCSDOnline,5/14/2021 11:11:55 PM,evzhou_UCSDOnline,-117.236753208672,32.881506043517
549,2597b4a9-c8aa-42f5-b624-e830f57ddaa6,5/14/2021 11:12:00 PM,Area is in downward facing slope. Plant is in relatively shaded area.,Baccharis pilularis ssp. consanguinea,17,2,4,0,0,0,0,no,,5/14/2021 11:14:47 PM,evzhou_UCSDOnline,5/14/2021 11:14:47 PM,evzhou_UCSDOnline,-117.236734671586,32.8815205937701
550,0750e6d3-bf20-438f-99bc-aa8957cd40d3,5/14/2021 11:15:00 PM,Area assessed is on top of downward slope. Plants assessed in area are relatively low lying.,Baccharis pilularis ssp. pilularis,21,81,44,0,0,0,0,no,,5/14/2021 11:19:03 PM,evzhou_UCSDOnline,5/14/2021 11:19:03 PM,evzhou_UCSDOnline,-117.236771409212,32.8815235439867
551,2945c592-b954-49a2-a0de-1b2974f0913d,5/14/2021 11:19:00 PM,Area is next to sidewalk. Facing an upward slope. Digitation in area include a mix of upward and low-lying plants.                    ,Baccharis pilularis ssp. consanguinea,29,19,13,0,0,0,0,yes,,5/14/2021 11:22:24 PM,evzhou_UCSDOnline,5/14/2021 11:22:24 PM,evzhou_UCSDOnline,-117.236292323979,32.8812563414836
552,c31545a3-ff45-46ef-aa69-1c4f38192944,5/14/2021 11:22:00 PM,Area is on upward facing slope. Area is relatively shaded by upward plants.          ,Baccharis pilularis ssp. consanguinea,28,16,13,0,0,0,0,no,,5/14/2021 11:24:58 PM,evzhou_UCSDOnline,5/14/2021 11:24:58 PM,evzhou_UCSDOnline,-117.236325790462,32.8812844377057
553,afe5169a-0839-43a7-aa18-05c7da549989,5/14/2021 11:25:00 PM,Area is on upward facing slope. Slope is very steep and densely covered.,Baccharis pilularis ssp. consanguinea,133,111,115,0,0,0,0,no,,5/14/2021 11:30:08 PM,evzhou_UCSDOnline,5/14/2021 11:30:08 PM,evzhou_UCSDOnline,-117.236508193459,32.8811345034225
554,5f59c3dd-cb06-463a-bebe-d7ff899869e4,5/14/2021 11:30:00 PM,Plant is on upward facing slope next to sidewalk. Area is near sprinkler. Ground is covered in wood chips and leaves.,Baccharis pilularis ssp. pilularis,22,41,35,0,0,0,0,no,,5/14/2021 11:35:22 PM,evzhou_UCSDOnline,5/14/2021 11:35:22 PM,evzhou_UCSDOnline,-117.236540991368,32.8812046703896
555,0be593fe-034f-47d3-ae20-74f4d995699a,5/14/2021 11:34:00 PM,"Dry sand base, flat gradient along path to glider port. Surrounded by other shrubs that are partly dead.",Baccharis pilularis ssp. consanguinea,40,35,28,0,10,0,0,no,,5/14/2021 11:36:52 PM,pbonebra_UCSDOnline,5/14/2021 11:36:52 PM,pbonebra_UCSDOnline,-117.245491711608,32.888181631124
556,ceda3112-8e35-4127-b7eb-5ce16ea80718,5/14/2021 11:36:00 PM,"Dry sand base, flat gradient along path to glider port. Surrounded by other shrubs that are partly dead.",Baccharis pilularis ssp. consanguinea,45,40,42,2,1,0,1,no,,5/14/2021 11:37:59 PM,pbonebra_UCSDOnline,5/14/2021 11:37:59 PM,pbonebra_UCSDOnline,-117.245454392149,32.8882204733218
557,e410c536-b4c1-43b9-aa4d-b0842be2085a,5/14/2021 11:38:00 PM,"Dry sand base, flat gradient along path to glider port. Surrounded by other shrubs that are partly dead.",Baccharis pilularis ssp. consanguinea,55,40,43,0,0,0,0,yes,,5/14/2021 11:38:47 PM,pbonebra_UCSDOnline,5/14/2021 11:38:47 PM,pbonebra_UCSDOnline,-117.2454494214,32.8882116304971
558,8118beeb-9dc7-485c-9e7c-a0fceb8a3af6,5/14/2021 11:38:00 PM,"Dry sand base, flat gradient along path to glider port. Surrounded by other shrubs that are partly dead.",Baccharis pilularis ssp. consanguinea,60,43,45,9,2,0,0,no,,5/14/2021 11:39:39 PM,pbonebra_UCSDOnline,5/14/2021 11:39:39 PM,pbonebra_UCSDOnline,-117.245497777847,32.8881894428053
559,7139fefc-3067-49ae-95cd-0620a8365d3b,5/14/2021 11:39:00 PM,"Dry sand base, flat gradient along path to glider port. Surrounded by other shrubs that are partly dead.",Baccharis pilularis ssp. consanguinea,37,18,18,0,0,0,0,yes,,5/14/2021 11:40:46 PM,pbonebra_UCSDOnline,5/14/2021 11:40:46 PM,pbonebra_UCSDOnline,-117.245530635021,32.8882045810197
560,dbe798b2-d874-4d65-b368-f81cd5ed6e0f,5/14/2021 11:40:00 PM,"Dry sand base, flat gradient along path to glider port. Surrounded by other shrubs that are partly dead.",Baccharis pilularis ssp. consanguinea,85,30,43,5,2,1,0,no,,5/14/2021 11:46:25 PM,pbonebra_UCSDOnline,5/14/2021 11:46:25 PM,pbonebra_UCSDOnline,-117.245456967781,32.8882047898728
561,c96c3e16-ccab-44fc-bb78-1e6da07e35a1,5/14/2021 11:46:00 PM,"Dry sand base, flat gradient along path to glider port. Surrounded by other shrubs that are partly dead.",Baccharis pilularis ssp. consanguinea,37,20,25,1,0,0,0,no,,5/14/2021 11:47:19 PM,pbonebra_UCSDOnline,5/14/2021 11:47:19 PM,pbonebra_UCSDOnline,-117.249028156445,32.8892479846439
562,25300fe5-0036-44cf-8377-a57dec704b4f,5/14/2021 11:47:00 PM,"Dry sand base, flat gradient along path to glider port. Surrounded by other shrubs that are partly dead.",Baccharis pilularis ssp. consanguinea,35,50,45,7,4,3,0,yes,,5/14/2021 11:49:10 PM,pbonebra_UCSDOnline,5/14/2021 11:49:10 PM,pbonebra_UCSDOnline,-117.249061725014,32.8891430525867
563,22477eec-6c3c-425a-8a44-8d27eb6b7135,5/14/2021 11:49:00 PM,"Dry sand base, flat gradient along path to glider port. Surrounded by other shrubs that are partly dead.",Baccharis pilularis ssp. pilularis,70,150,130,15,20,5,2,yes,,5/14/2021 11:50:08 PM,pbonebra_UCSDOnline,5/14/2021 11:50:08 PM,pbonebra_UCSDOnline,-117.248890188931,32.8892134052851
564,5e406f03-32d9-48db-b773-40e57becd471,5/14/2021 11:50:00 PM,"Dry sand base, flat gradient along path to glider port. Surrounded by other shrubs that are partly dead.",Baccharis pilularis ssp. consanguinea,50,23,20,0,2,0,0,no,,5/14/2021 11:50:50 PM,pbonebra_UCSDOnline,5/14/2021 11:50:50 PM,pbonebra_UCSDOnline,-117.248889793474,32.8892024108524
565,f9c78443-d608-4654-b312-1dea51459e9d,5/14/2021 11:50:00 PM,"Dry sand base, flat gradient along path to glider port. Surrounded by other shrubs that are partly dead.",Baccharis pilularis ssp. consanguinea,62,20,60,0,2,0,0,no,,5/14/2021 11:51:54 PM,pbonebra_UCSDOnline,5/14/2021 11:51:54 PM,pbonebra_UCSDOnline,-117.248875280951,32.8891323657398
566,dfc1d366-f708-4473-a3f0-57473a2f07da,5/14/2021 11:51:00 PM,"Dry sand base, flat gradient along path to glider port. Surrounded by other shrubs that are partly dead.",Baccharis pilularis ssp. consanguinea,70,50,50,1,0,0,0,no,,5/14/2021 11:52:34 PM,pbonebra_UCSDOnline,5/14/2021 11:52:34 PM,pbonebra_UCSDOnline,-117.248924529305,32.8891461136568
567,d2ac4158-1cbe-4ce0-98a7-08e30e34717a,5/14/2021 11:52:00 PM,"Dry sand base, flat gradient along path to glider port. Surrounded by other shrubs that are partly dead.",Baccharis pilularis ssp. consanguinea,30,30,35,1,0,1,0,no,,5/14/2021 11:53:10 PM,pbonebra_UCSDOnline,5/14/2021 11:53:10 PM,pbonebra_UCSDOnline,-117.248915666204,32.8891436658509
568,045877c7-408d-47fc-9571-4b8962125f30,5/15/2021 2:07:00 AM,This are is near a road which is very close to highway 52. Very urban residential area.,Baccharis pilularis ssp. consanguinea,148,102,110,1,0,0,0,no,,5/15/2021 2:09:11 AM,ldr002_UCSDOnline,5/15/2021 2:09:11 AM,ldr002_UCSDOnline,-117.220443114748,32.8462673072078
569,09a5761a-a93e-4696-9cae-3da7b3e85338,5/15/2021 2:09:00 AM,This are is near a road which is very close to highway 52. Very urban residential area.,Baccharis pilularis ssp. consanguinea,153,121,145,7,0,0,0,no,,5/15/2021 2:10:20 AM,ldr002_UCSDOnline,5/15/2021 2:10:20 AM,ldr002_UCSDOnline,-117.220404641812,32.8461725078829
570,c80ef428-9ead-4fc5-931b-de2324dd5642,5/15/2021 2:10:00 AM,This are is near a road which is very close to highway 52. Very urban residential area.,Baccharis pilularis ssp. pilularis,108,59,51,3,1,0,0,no,,5/15/2021 2:11:09 AM,ldr002_UCSDOnline,5/15/2021 2:11:09 AM,ldr002_UCSDOnline,-117.220401708146,32.8461678978362
571,076161f8-bfaa-4a5d-aa70-d8b878d54024,5/15/2021 2:11:00 AM,This are is near a road which is very close to highway 52. Very urban residential area.,Baccharis pilularis ssp. consanguinea,65,22,17,8,4,0,0,no,,5/15/2021 2:12:33 AM,ldr002_UCSDOnline,5/15/2021 2:12:33 AM,ldr002_UCSDOnline,-117.220380166655,32.846183320538
572,c3b922d5-521b-45ee-ab35-bca768100027,5/15/2021 2:12:00 AM,This are is near a road which is very close to highway 52. Very urban residential area.,Baccharis pilularis ssp. consanguinea,47,18,26,0,0,0,0,no,,5/15/2021 2:13:42 AM,ldr002_UCSDOnline,5/15/2021 2:13:42 AM,ldr002_UCSDOnline,-117.220374718418,32.8461611504041
573,5592720f-060d-4828-a9e1-42bbf17a8136,5/15/2021 2:15:00 AM,This are is near a road which is very close to highway 52. Very urban residential area.,Baccharis pilularis ssp. consanguinea,122,132,150,4,1,0,0,no,,5/15/2021 2:16:25 AM,ldr002_UCSDOnline,5/15/2021 2:16:25 AM,ldr002_UCSDOnline,-117.219951851403,32.8461988689684
574,7b5e573c-6192-49d7-88c4-25f0d481bdc9,5/15/2021 2:18:00 AM,This are is near a road which is very close to highway 52. Very urban residential area.,Baccharis pilularis ssp. consanguinea,103,145,122,19,0,0,0,no,,5/15/2021 2:19:29 AM,ldr002_UCSDOnline,5/15/2021 2:19:29 AM,ldr002_UCSDOnline,-117.219961658229,32.8463015891917
575,efb765dd-6516-4277-8d08-9e9c3f439677,5/15/2021 2:19:00 AM,This are is near a road which is very close to highway 52. Very urban residential area.,Baccharis pilularis ssp. consanguinea,75,49,23,8,11,0,0,no,,5/15/2021 2:20:32 AM,ldr002_UCSDOnline,5/15/2021 2:20:32 AM,ldr002_UCSDOnline,-117.219971381237,32.8463040618532
576,71adf2f5-dc2e-4d7c-936c-85acf0d5c497,5/15/2021 2:21:00 AM,This are is near a road which is very close to highway 52. Very urban residential area.,Baccharis pilularis ssp. consanguinea,98,63,40,9,0,0,0,no,,5/15/2021 2:21:51 AM,ldr002_UCSDOnline,5/15/2021 2:21:51 AM,ldr002_UCSDOnline,-117.219746746232,32.8463695664265
577,19df6098-4ce0-425e-a94d-84b42f001e40,5/15/2021 2:21:00 AM,This are is near a road which is very close to highway 52. Very urban residential area.,Baccharis pilularis ssp. consanguinea,96,75,111,10,0,0,0,no,Only the side facing the road had gulls,5/15/2021 2:23:04 AM,ldr002_UCSDOnline,5/15/2021 2:23:04 AM,ldr002_UCSDOnline,-117.219760576372,32.8463666746699
578,a9fa3652-0ba5-4522-8744-d6524328d920,5/15/2021 2:23:00 AM,This are is near a road which is very close to highway 52. Very urban residential area.,Baccharis pilularis ssp. consanguinea,48,45,63,1,0,0,0,no,,5/15/2021 2:24:08 AM,ldr002_UCSDOnline,5/15/2021 2:24:08 AM,ldr002_UCSDOnline,-117.219745991861,32.8463750984826
579,65f25403-72bb-4c3d-87fc-2021c839c830,5/15/2021 2:24:00 AM,This are is near a road which is very close to highway 52. Very urban residential area.,Baccharis pilularis ssp. consanguinea,67,39,22,2,1,10,0,no,I would say 70% of the plant has the bumps in the leaves ,5/15/2021 2:25:56 AM,ldr002_UCSDOnline,5/15/2021 2:25:56 AM,ldr002_UCSDOnline,-117.219753451755,32.8464471409403
580,29b7fd24-a3ed-461f-b3b9-12a199c23170,5/15/2021 2:28:00 AM,This are is near a road which is very close to highway 52. Very urban residential area.,Baccharis pilularis ssp. pilularis,77,70,73,3,0,5,0,no,,5/15/2021 2:29:07 AM,ldr002_UCSDOnline,5/15/2021 2:29:07 AM,ldr002_UCSDOnline,-117.219450362136,32.8463860787757
581,f6bc20eb-8798-40fd-b8aa-accfe82b8b88,5/15/2021 2:29:00 AM,This are is near a road which is very close to highway 52. Very urban residential area.,Baccharis pilularis ssp. consanguinea,40,43,30,0,0,0,0,no,An ant colony is calling this bush home,5/15/2021 2:30:20 AM,ldr002_UCSDOnline,5/15/2021 2:30:20 AM,ldr002_UCSDOnline,-117.219434939434,32.8463282855533
582,c81b37ad-e192-4503-9ef9-86ca49bc0f3f,5/15/2021 2:30:00 AM,This are is near a road which is very close to highway 52. Very urban residential area.,Baccharis pilularis ssp. consanguinea,165,208,121,16,0,0,0,no,,5/15/2021 2:32:25 AM,ldr002_UCSDOnline,5/15/2021 2:32:25 AM,ldr002_UCSDOnline,-117.219439800938,32.846244089336
583,5f528bf2-836a-49c5-a233-4879e05ea1fb,5/15/2021 2:32:00 AM,This are is near a road which is very close to highway 52. Very urban residential area.,Baccharis pilularis ssp. consanguinea,105,89,47,1,0,0,0,no,,5/15/2021 2:33:25 AM,ldr002_UCSDOnline,5/15/2021 2:33:25 AM,ldr002_UCSDOnline,-117.219434604158,32.8462067898669
584,4d2db31f-eac1-4bc7-8d7d-36db91722d1a,5/15/2021 2:33:00 AM,This are is near a road which is very close to highway 52. Very urban residential area.,Baccharis pilularis ssp. consanguinea,72,89,64,0,0,0,0,no,,5/15/2021 2:34:39 AM,ldr002_UCSDOnline,5/15/2021 2:34:39 AM,ldr002_UCSDOnline,-117.219409542267,32.8461556602575
585,1bf63b7c-c196-4a9f-a5c7-434ee1eebe0b,5/15/2021 2:34:00 AM,This are is near a road which is very close to highway 52. Very urban residential area.,Baccharis pilularis ssp. consanguinea,97,108,91,10,2,1,0,no,,5/15/2021 2:36:01 AM,ldr002_UCSDOnline,5/15/2021 2:36:01 AM,ldr002_UCSDOnline,-117.219415912514,32.8461469849877
586,6deec9ae-65ec-46f8-a590-5cde230ffa7e,5/15/2021 2:36:00 AM,This are is near a road which is very close to highway 52. Very urban residential area.,Baccharis pilularis ssp. consanguinea,42,19,21,5,11,0,0,no,,5/15/2021 2:36:47 AM,ldr002_UCSDOnline,5/15/2021 2:36:47 AM,ldr002_UCSDOnline,-117.219438627471,32.8461327357524
587,e02d119f-8dac-46d7-9e71-0b4084619832,5/15/2021 2:37:00 AM,This are is near a road which is very close to highway 52. Very urban residential area.,Baccharis pilularis ssp. pilularis,134,182,161,24,0,0,0,no,,5/15/2021 2:39:46 AM,ldr002_UCSDOnline,5/15/2021 2:39:46 AM,ldr002_UCSDOnline,-117.219376936664,32.8459524829247
588,f068f588-55b4-41db-9e1b-c4b903aea32f,5/15/2021 2:39:00 AM,This are is near a road which is very close to highway 52. Very urban residential area.,Baccharis pilularis ssp. consanguinea,76,33,25,2,0,0,0,no,,5/15/2021 2:40:53 AM,ldr002_UCSDOnline,5/15/2021 2:40:53 AM,ldr002_UCSDOnline,-117.219203431268,32.8459371021323
589,a4b75d04-8951-4137-969c-f185de6dac8d,5/15/2021 2:41:00 AM,This are is near a road which is very close to highway 52. Very urban residential area.,Baccharis pilularis ssp. consanguinea,93,74,76,0,0,0,0,no,,5/15/2021 2:42:09 AM,ldr002_UCSDOnline,5/15/2021 2:42:09 AM,ldr002_UCSDOnline,-117.219293872004,32.8458788059958
590,84212a46-9e88-481b-ba6a-baf5510cbade,5/15/2021 2:42:00 AM,This are is near a road which is very close to highway 52. Very urban residential area.,Baccharis pilularis ssp. consanguinea,132,49,70,2,0,11,0,no,,5/15/2021 2:43:10 AM,ldr002_UCSDOnline,5/15/2021 2:43:10 AM,ldr002_UCSDOnline,-117.21931667078,32.8458445240118
591,494f9186-b506-45bf-b74b-cac194122459,5/15/2021 2:44:00 AM,This are is near a road which is very close to highway 52. Very urban residential area.,Baccharis pilularis ssp. consanguinea,107,86,91,8,3,0,0,no,,5/15/2021 2:46:27 AM,ldr002_UCSDOnline,5/15/2021 2:46:27 AM,ldr002_UCSDOnline,-117.219276605283,32.8456193441831
592,66e17ff5-07e0-4265-b027-c404cc619d12,5/15/2021 2:46:00 AM,This are is near a road which is very close to highway 52. Very urban residential area.,Baccharis pilularis ssp. consanguinea,69,61,54,3,1,0,0,no,,5/15/2021 2:48:09 AM,ldr002_UCSDOnline,5/15/2021 2:48:09 AM,ldr002_UCSDOnline,-117.219236958881,32.8456065617808
593,a11d9352-7183-4c9c-adb2-bb019ee64132,5/15/2021 2:48:00 AM,This are is near a road which is very close to highway 52. Very urban residential area.,Baccharis pilularis ssp. consanguinea,44,30,23,4,11,0,0,no,,5/15/2021 2:49:18 AM,ldr002_UCSDOnline,5/15/2021 2:49:18 AM,ldr002_UCSDOnline,-117.219197983031,32.8456765506722
594,3b75bd37-6e85-49eb-b85d-db8fe7841e62,5/14/2021 9:53:00 PM,N/a,Baccharis pilularis ssp. consanguinea,80,70,45,13,0,0,0,no,,5/15/2021 5:37:20 AM,pdan_UCSDOnline,5/15/2021 5:37:20 AM,pdan_UCSDOnline,-117.225065053683,32.9014674667992
595,1d73940c-0542-4060-9ef3-0f7f530658e5,5/14/2021 9:56:00 PM,"Growing on a slope, somewhat drier conditions. Unsure as to whether this one is maintained by Scripps in terms of irrigation. Vibrant and green plant nonetheless. ",Baccharis pilularis ssp. consanguinea,110,95,74,17,3,1,0,no,,5/15/2021 5:37:26 AM,pdan_UCSDOnline,5/15/2021 5:37:26 AM,pdan_UCSDOnline,-117.225354176157,32.9013559785823
596,7cfa35a3-e3af-4911-bd69-fbd40b4a13d9,5/14/2021 9:58:00 PM,Growing on a slight slope near a bike path. Plenty of sun exposure and irrigated. This shrub had galls by the clusters. Thinner leaves. Other chaparral species surrounding it. ,Baccharis pilularis ssp. consanguinea,164,97,45,26,12,0,1,no,,5/15/2021 5:37:32 AM,pdan_UCSDOnline,5/15/2021 5:37:32 AM,pdan_UCSDOnline,-117.225393448475,32.9012974236178
597,f2607646-d1e4-42b7-9678-595d18bb0a36,5/14/2021 10:04:00 PM,Growing on a slope near pavement age. Relatively short and thin stems. Possibility that those close to the ground try out more quickly. This behavior was observed 2-3 times at this location. ,Baccharis pilularis ssp. consanguinea,113,187,190,4,12,0,2,no,,5/15/2021 5:37:38 AM,pdan_UCSDOnline,5/15/2021 5:37:38 AM,pdan_UCSDOnline,-117.225818647171,32.9002576027001
598,e6905460-99d0-4b49-bd5c-005be21ef581,5/14/2021 10:06:00 PM,Also growing on a slope near pavement edge where there is a bike lane. Thin stems and growing relatively close to the ground. ,Baccharis pilularis ssp. consanguinea,182,80,54,1,3,0,1,no,,5/15/2021 5:37:40 AM,pdan_UCSDOnline,5/15/2021 5:37:40 AM,pdan_UCSDOnline,-117.225849588363,32.9002627497019
599,5f80d1ee-f1de-47e5-98ef-7d6563d2dfe7,5/14/2021 10:10:00 PM,"This shrub was relatively thin and close to the ground. Crowded out by other shrubs. However, despite this, it carried a lot of galls. It’s a rough hypothesis, but I think thinner leaves = more galls. At least in this location.   ",Baccharis pilularis ssp. consanguinea,45,80,100,19,0,0,0,no,,5/15/2021 5:37:43 AM,pdan_UCSDOnline,5/15/2021 5:37:43 AM,pdan_UCSDOnline,-117.225857983198,32.899678912239
600,5365f6dc-e9ed-456c-acaf-7ef82b3645ff,5/14/2021 10:12:00 PM,"Growing on a slope, very close to pavement edge. More of a spiny plant. ",Baccharis pilularis ssp. consanguinea,213,75,30,5,1,0,0,no,,5/15/2021 5:37:45 AM,pdan_UCSDOnline,5/15/2021 5:37:45 AM,pdan_UCSDOnline,-117.225863200695,32.8996582972634
